"LOCATION","Country","FREQUENCY","Frequency","MEAS","Measure","TIME","Time","Value","Flag Codes","Flags"
"FIN","Finland","A","Annual","PCT","Percentage of employees","1990","1990",72.599998,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","1991","1991",75.5,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","1992","1992",78.400002,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","1993","1993",80.400002,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","1994","1994",79.800003,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","1995","1995",80,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","1996","1996",78.900002,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","1997","1997",78.5,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","1998","1998",78.599998,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","1999","1999",75.099998,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","2000","2000",74.199997,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","2001","2001",76.599998,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","2002","2002",75.699997,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","2003","2003",74.5,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","2004","2004",73.5,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","2005","2005",72.699997,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","2006","2006",71.900002,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","2007","2007",71.099998,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","2008","2008",69.900002,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","2009","2009",72.5,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","2010","2010",71.400002,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","2011","2011",69.599998,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","2012","2012",69.199997,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","2013","2013",67.5,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","2014","2014",67.800003,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","2015","2015",67.5,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","2016","2016",65.699997,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","2017","2017",62.900002,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","2018","2018",60,,
"FIN","Finland","A","Annual","PCT","Percentage of employees","2019","2019",58.799999,,
"FRA","France","A","Annual","PCT","Percentage of employees","1960","1960",20,,
"FRA","France","A","Annual","PCT","Percentage of employees","1961","1961",20.700001,,
"FRA","France","A","Annual","PCT","Percentage of employees","1962","1962",19.5,,
"FRA","France","A","Annual","PCT","Percentage of employees","1963","1963",20.5,,
"FRA","France","A","Annual","PCT","Percentage of employees","1964","1964",20.1,,
"FRA","France","A","Annual","PCT","Percentage of employees","1965","1965",19.9,,
"FRA","France","A","Annual","PCT","Percentage of employees","1966","1966",19.299999,,
"FRA","France","A","Annual","PCT","Percentage of employees","1967","1967",19.4,,
"FRA","France","A","Annual","PCT","Percentage of employees","1968","1968",20.799999,,
"FRA","France","A","Annual","PCT","Percentage of employees","1969","1969",22.6,,
"FRA","France","A","Annual","PCT","Percentage of employees","1970","1970",22.1,,
"FRA","France","A","Annual","PCT","Percentage of employees","1971","1971",22,,
"FRA","France","A","Annual","PCT","Percentage of employees","1972","1972",22,,
"FRA","France","A","Annual","PCT","Percentage of employees","1973","1973",22.6,,
"FRA","France","A","Annual","PCT","Percentage of employees","1974","1974",22.200001,,
"FRA","France","A","Annual","PCT","Percentage of employees","1975","1975",22.6,,
"FRA","France","A","Annual","PCT","Percentage of employees","1976","1976",21.700001,,
"FRA","France","A","Annual","PCT","Percentage of employees","1977","1977",21.700001,,
"FRA","France","A","Annual","PCT","Percentage of employees","1978","1978",20.9,,
"FRA","France","A","Annual","PCT","Percentage of employees","1979","1979",19.4,,
"FRA","France","A","Annual","PCT","Percentage of employees","1980","1980",18.6,,
"FRA","France","A","Annual","PCT","Percentage of employees","1981","1981",18.1,,
"FRA","France","A","Annual","PCT","Percentage of employees","1982","1982",17.299999,,
"FRA","France","A","Annual","PCT","Percentage of employees","1983","1983",16.299999,,
"FRA","France","A","Annual","PCT","Percentage of employees","1984","1984",15.2,,
"FRA","France","A","Annual","PCT","Percentage of employees","1985","1985",13.8,,
"FRA","France","A","Annual","PCT","Percentage of employees","1986","1986",12.6,,
"FRA","France","A","Annual","PCT","Percentage of employees","1987","1987",12.1,,
"FRA","France","A","Annual","PCT","Percentage of employees","1988","1988",11.5,,
"FRA","France","A","Annual","PCT","Percentage of employees","1989","1989",10.9,,
"FRA","France","A","Annual","PCT","Percentage of employees","1990","1990",10.7,,
"FRA","France","A","Annual","PCT","Percentage of employees","1991","1991",10.4,,
"FRA","France","A","Annual","PCT","Percentage of employees","1992","1992",10.4,,
"FRA","France","A","Annual","PCT","Percentage of employees","1993","1993",10,,
"FRA","France","A","Annual","PCT","Percentage of employees","1996","1996",10.8,,
"FRA","France","A","Annual","PCT","Percentage of employees","1997","1997",10.5,,
"FRA","France","A","Annual","PCT","Percentage of employees","1998","1998",10.5,,
"FRA","France","A","Annual","PCT","Percentage of employees","1999","1999",10.8,,
"FRA","France","A","Annual","PCT","Percentage of employees","2000","2000",10.8,,
"FRA","France","A","Annual","PCT","Percentage of employees","2001","2001",10.8,,
"FRA","France","A","Annual","PCT","Percentage of employees","2002","2002",10.8,,
"FRA","France","A","Annual","PCT","Percentage of employees","2003","2003",10.8,,
"FRA","France","A","Annual","PCT","Percentage of employees","2004","2004",10.5,,
"FRA","France","A","Annual","PCT","Percentage of employees","2005","2005",10.5,,
"FRA","France","A","Annual","PCT","Percentage of employees","2008","2008",10.6,,
"FRA","France","A","Annual","PCT","Percentage of employees","2010","2010",10.8,,
"FRA","France","A","Annual","PCT","Percentage of employees","2013","2013",11,,
"FRA","France","A","Annual","PCT","Percentage of employees","2016","2016",10.8,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1960","1960",34.700001,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1961","1961",34.200001,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1962","1962",33.799999,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1963","1963",33.400002,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1964","1964",33.099998,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1965","1965",32.900002,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1966","1966",32.5,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1967","1967",32.799999,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1968","1968",32.200001,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1969","1969",31.700001,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1970","1970",32,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1971","1971",32.099998,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1972","1972",32.400002,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1973","1973",32.400002,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1974","1974",33.700001,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1975","1975",34.599998,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1976","1976",35.099998,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1977","1977",35.200001,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1978","1978",35.5,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1979","1979",35.299999,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1980","1980",34.900002,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1981","1981",35.099998,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1982","1982",35,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1983","1983",35,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1984","1984",34.900002,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1985","1985",34.700001,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1986","1986",33.900002,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1987","1987",33.299999,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1988","1988",33.099998,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1989","1989",32.400002,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1990","1990",31.200001,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1991","1991",36,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1992","1992",33.900002,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1993","1993",31.799999,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1994","1994",30.4,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1995","1995",29.200001,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1996","1996",27.799999,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1997","1997",27,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1998","1998",25.9,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","1999","1999",25.299999,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","2000","2000",24.6,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","2001","2001",23.700001,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","2002","2002",23.5,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","2003","2003",23,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","2004","2004",22.200001,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","2005","2005",21.5,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","2006","2006",20.6,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","2007","2007",19.799999,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","2008","2008",19,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","2009","2009",18.799999,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","2010","2010",18.9,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","2011","2011",18.4,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","2012","2012",18.299999,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","2013","2013",18,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","2014","2014",17.700001,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","2015","2015",17.6,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","2016","2016",17,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","2017","2017",16.700001,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","2018","2018",16.6,,
"DEU","Germany","A","Annual","PCT","Percentage of employees","2019","2019",16.299999,,
"GRC","Greece","A","Annual","PCT","Percentage of employees","1977","1977",48.200001,,
"GRC","Greece","A","Annual","PCT","Percentage of employees","1980","1980",39,,
"GRC","Greece","A","Annual","PCT","Percentage of employees","1983","1983",39.400002,,
"GRC","Greece","A","Annual","PCT","Percentage of employees","1986","1986",37.5,,
"GRC","Greece","A","Annual","PCT","Percentage of employees","1989","1989",35.200001,,
"GRC","Greece","A","Annual","PCT","Percentage of employees","1992","1992",37.599998,,
"GRC","Greece","A","Annual","PCT","Percentage of employees","1995","1995",31.299999,,
"GRC","Greece","A","Annual","PCT","Percentage of employees","1998","1998",27.5,,
"GRC","Greece","A","Annual","PCT","Percentage of employees","2001","2001",24.9,,
"GRC","Greece","A","Annual","PCT","Percentage of employees","2004","2004",24.1,,
"GRC","Greece","A","Annual","PCT","Percentage of employees","2007","2007",22.6,,
"GRC","Greece","A","Annual","PCT","Percentage of employees","2010","2010",22.200001,,
"GRC","Greece","A","Annual","PCT","Percentage of employees","2013","2013",23.1,,
"GRC","Greece","A","Annual","PCT","Percentage of employees","2016","2016",19,,
"HUN","Hungary","A","Annual","PCT","Percentage of employees","1990","1990",88.599998,,
"HUN","Hungary","A","Annual","PCT","Percentage of employees","1993","1993",51.5,,
"HUN","Hungary","A","Annual","PCT","Percentage of employees","1995","1995",48.299999,,
"HUN","Hungary","A","Annual","PCT","Percentage of employees","1998","1998",27.200001,,
"HUN","Hungary","A","Annual","PCT","Percentage of employees","2000","2000",23.799999,,
"HUN","Hungary","A","Annual","PCT","Percentage of employees","2001","2001",20.4,,
"HUN","Hungary","A","Annual","PCT","Percentage of employees","2003","2003",18.9,,
"HUN","Hungary","A","Annual","PCT","Percentage of employees","2004","2004",17.9,,
"HUN","Hungary","A","Annual","PCT","Percentage of employees","2005","2005",17.299999,,
"HUN","Hungary","A","Annual","PCT","Percentage of employees","2008","2008",15.3,,
"HUN","Hungary","A","Annual","PCT","Percentage of employees","2012","2012",12.5,,
"HUN","Hungary","A","Annual","PCT","Percentage of employees","2014","2014",11,,
"HUN","Hungary","A","Annual","PCT","Percentage of employees","2016","2016",9.1999998,,
"HUN","Hungary","A","Annual","PCT","Percentage of employees","2018","2018",8.3000002,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","1979","1979",67.099998,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","1980","1980",66.199997,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","1983","1983",75.599998,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","1985","1985",78.5,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","1991","1991",87.900002,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","1992","1992",87.5,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","1993","1993",86.5,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","1994","1994",87.400002,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","1995","1995",88.599998,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","1996","1996",88.699997,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","1997","1997",89.300003,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","1998","1998",90.900002,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","1999","1999",89.400002,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","2000","2000",89.099998,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","2001","2001",88.900002,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","2002","2002",93.300003,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","2003","2003",86.5,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","2004","2004",84.099998,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","2005","2005",84.099998,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","2006","2006",85.199997,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","2007","2007",84.900002,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","2008","2008",84.699997,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","2009","2009",84.900002,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","2010","2010",85.199997,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","2011","2011",85,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","2012","2012",85.300003,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","2013","2013",88.900002,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","2014","2014",90.400002,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","2015","2015",91.599998,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","2016","2016",90.400002,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","2017","2017",91,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","2018","2018",90.699997,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","2019","2019",90.699997,,
"ISL","Iceland","A","Annual","PCT","Percentage of employees","2020","2020",92.199997,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1960","1960",45.299999,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1961","1961",47.099998,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1962","1962",48,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1963","1963",47.799999,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1964","1964",48.5,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1965","1965",48.200001,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1966","1966",48.299999,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1967","1967",48.799999,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1968","1968",49.599998,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1969","1969",51.299999,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1970","1970",53.200001,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1971","1971",53.200001,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1972","1972",53.599998,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1973","1973",53.299999,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1974","1974",53.900002,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1975","1975",55.299999,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1976","1976",56.299999,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1977","1977",57,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1978","1978",57.599998,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1979","1979",57.5,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1980","1980",57.099998,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1981","1981",56.599998,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1982","1982",56.099998,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1983","1983",57.200001,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1984","1984",57,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1985","1985",54.200001,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1986","1986",51.599998,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1987","1987",50.200001,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1988","1988",50.5,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1989","1989",51.799999,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1990","1990",51.099998,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1991","1991",51.200001,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1992","1992",51.299999,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1993","1993",50,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1994","1994",48.599998,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1995","1995",47.099998,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1996","1996",44.099998,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1997","1997",44.200001,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1998","1998",40.5,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","1999","1999",38.099998,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","2000","2000",35.900002,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","2001","2001",35,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","2002","2002",35.099998,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","2003","2003",34.900002,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","2004","2004",33.599998,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","2005","2005",32.400002,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","2006","2006",31.700001,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","2007","2007",30.5,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","2008","2008",30.9,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","2009","2009",31.9,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","2010","2010",31.6,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","2011","2011",31.6,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","2012","2012",30.1,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","2013","2013",28.5,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","2014","2014",26.299999,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","2015","2015",25.4,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","2016","2016",23.4,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","2017","2017",24.299999,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","2018","2018",24.1,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","2019","2019",25.1,,
"IRL","Ireland","A","Annual","PCT","Percentage of employees","2020","2020",26.200001,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1960","1960",28.5,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1961","1961",28.700001,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1962","1962",29.200001,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1963","1963",30.200001,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1964","1964",31.299999,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1965","1965",29.799999,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1966","1966",29.700001,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1967","1967",29.6,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1968","1968",30.700001,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1969","1969",32.200001,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1970","1970",36.299999,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1971","1971",39,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1972","1972",41.099998,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1973","1973",42.700001,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1974","1974",46,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1975","1975",47.5,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1976","1976",49.900002,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1977","1977",49.599998,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1978","1978",50.400002,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1979","1979",49.700001,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1980","1980",49.599998,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1981","1981",48,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1982","1982",46.700001,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1983","1983",45.5,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1984","1984",45.299999,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1985","1985",42.5,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1986","1986",40.700001,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1987","1987",40.299999,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1988","1988",40.099998,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1989","1989",39.700001,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1990","1990",39,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1991","1991",38.900002,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1992","1992",39,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1993","1993",38.700001,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1994","1994",38.200001,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1995","1995",37.599998,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1996","1996",36.900002,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1997","1997",36,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1998","1998",35.599998,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","1999","1999",35.299999,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","2000","2000",34.799999,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","2001","2001",34.200001,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","2002","2002",33.700001,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","2003","2003",33.599998,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","2004","2004",34,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","2005","2005",33.799999,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","2006","2006",33.599998,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","2007","2007",34,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","2008","2008",33.900002,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","2009","2009",34.700001,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","2010","2010",35.299999,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","2011","2011",35.200001,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","2012","2012",35.5,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","2013","2013",35.700001,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","2014","2014",35.400002,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","2015","2015",34.200001,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","2016","2016",33.599998,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","2017","2017",33.200001,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","2018","2018",32.599998,,
"ITA","Italy","A","Annual","PCT","Percentage of employees","2019","2019",32.5,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1960","1960",32.299999,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1961","1961",33.700001,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1962","1962",34.599998,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1963","1963",35,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1964","1964",35.5,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1965","1965",35.299999,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1966","1966",34.700001,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1967","1967",34.400002,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1968","1968",34.5,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1969","1969",35.200001,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1970","1970",35.099998,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1971","1971",34.599998,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1972","1972",34.299999,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1973","1973",33.5,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1974","1974",34.299999,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1975","1975",34.5,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1976","1976",33.700001,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1977","1977",33,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1978","1978",32.599998,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1979","1979",31.799999,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1980","1980",31.1,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1981","1981",30.9,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1982","1982",30.6,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1983","1983",29.799999,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1984","1984",29.200001,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1985","1985",28.799999,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1986","1986",28.200001,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1987","1987",27.700001,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1988","1988",26.9,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1989","1989",26.1,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1990","1990",25.4,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1991","1991",24.799999,,
